action,filename,depth_cm,old_depth,source
added,20.21cm.png,20.21,,C:\Users\pooja\copilot-worktrees\flood-depth-estimator\kaumod-automatic-barnacle\reports\new_labels\day3\Day 3 photo and depth\20.21cm.png
added,20.2cm.jpg,20.20,,C:\Users\pooja\copilot-worktrees\flood-depth-estimator\kaumod-automatic-barnacle\reports\new_labels\day3\Day 3 photo and depth\20.2cm.jpg
added,20cm.jpg,20.00,,C:\Users\pooja\copilot-worktrees\flood-depth-estimator\kaumod-automatic-barnacle\reports\new_labels\day3\Day 3 photo and depth\20cm.jpg
added,22.50cm.jpg,22.50,,C:\Users\pooja\copilot-worktrees\flood-depth-estimator\kaumod-automatic-barnacle\reports\new_labels\day3\Day 3 photo and depth\22.50cm.jpg
added,22.5cm.jpg,22.50,,C:\Users\pooja\copilot-worktrees\flood-depth-estimator\kaumod-automatic-barnacle\reports\new_labels\day3\Day 3 photo and depth\22.5cm.jpg
added,25.00cm.jpg,25.00,,C:\Users\pooja\copilot-worktrees\flood-depth-estimator\kaumod-automatic-barnacle\reports\new_labels\day3\Day 3 photo and depth\25.00cm.jpg
added,25.01cm.png,25.01,,C:\Users\pooja\copilot-worktrees\flood-depth-estimator\kaumod-automatic-barnacle\reports\new_labels\day3\Day 3 photo and depth\25.01cm.png
added,25.0cm.jpg,25.00,,C:\Users\pooja\copilot-worktrees\flood-depth-estimator\kaumod-automatic-barnacle\reports\new_labels\day3\Day 3 photo and depth\25.0cm.jpg
added,25cm.jpg,25.00,,C:\Users\pooja\copilot-worktrees\flood-depth-estimator\kaumod-automatic-barnacle\reports\new_labels\day3\Day 3 photo and depth\25cm.jpg
added,27.50cm.jpg,27.50,,C:\Users\pooja\copilot-worktrees\flood-depth-estimator\kaumod-automatic-barnacle\reports\new_labels\day3\Day 3 photo and depth\27.50cm.jpg
added,27.51cm.jpg,27.51,,C:\Users\pooja\copilot-worktrees\flood-depth-estimator\kaumod-automatic-barnacle\reports\new_labels\day3\Day 3 photo and depth\27.51cm.jpg
added,27.52cm.jpg,27.52,,C:\Users\pooja\copilot-worktrees\flood-depth-estimator\kaumod-automatic-barnacle\reports\new_labels\day3\Day 3 photo and depth\27.52cm.jpg
added,27.53cm.jpg,27.53,,C:\Users\pooja\copilot-worktrees\flood-depth-estimator\kaumod-automatic-barnacle\reports\new_labels\day3\Day 3 photo and depth\27.53cm.jpg
added,27.54cm.jpg,27.54,,C:\Users\pooja\copilot-worktrees\flood-depth-estimator\kaumod-automatic-barnacle\reports\new_labels\day3\Day 3 photo and depth\27.54cm.jpg
added,27.55cm.jpg,27.55,,C:\Users\pooja\copilot-worktrees\flood-depth-estimator\kaumod-automatic-barnacle\reports\new_labels\day3\Day 3 photo and depth\27.55cm.jpg
added,27.56cm.jpg,27.56,,C:\Users\pooja\copilot-worktrees\flood-depth-estimator\kaumod-automatic-barnacle\reports\new_labels\day3\Day 3 photo and depth\27.56cm.jpg
added,27.57cm.png,27.57,,C:\Users\pooja\copilot-worktrees\flood-depth-estimator\kaumod-automatic-barnacle\reports\new_labels\day3\Day 3 photo and depth\27.57cm.png
added,27.58cm.png,27.58,,C:\Users\pooja\copilot-worktrees\flood-depth-estimator\kaumod-automatic-barnacle\reports\new_labels\day3\Day 3 photo and depth\27.58cm.png
added,27.59cm.png,27.59,,C:\Users\pooja\copilot-worktrees\flood-depth-estimator\kaumod-automatic-barnacle\reports\new_labels\day3\Day 3 photo and depth\27.59cm.png
added,27.5cm.png,27.50,,C:\Users\pooja\copilot-worktrees\flood-depth-estimator\kaumod-automatic-barnacle\reports\new_labels\day3\Day 3 photo and depth\27.5cm.png
added,27.60cm.jpg,27.60,,C:\Users\pooja\copilot-worktrees\flood-depth-estimator\kaumod-automatic-barnacle\reports\new_labels\day3\Day 3 photo and depth\27.60cm.jpg
added,27.61cm.jpg,27.61,,C:\Users\pooja\copilot-worktrees\flood-depth-estimator\kaumod-automatic-barnacle\reports\new_labels\day3\Day 3 photo and depth\27.61cm.jpg
added,27.62cm.jpg,27.62,,C:\Users\pooja\copilot-worktrees\flood-depth-estimator\kaumod-automatic-barnacle\reports\new_labels\day3\Day 3 photo and depth\27.62cm.jpg
added,27.63cm.jpg,27.63,,C:\Users\pooja\copilot-worktrees\flood-depth-estimator\kaumod-automatic-barnacle\reports\new_labels\day3\Day 3 photo and depth\27.63cm.jpg
added,27.64cm.jpg,27.64,,C:\Users\pooja\copilot-worktrees\flood-depth-estimator\kaumod-automatic-barnacle\reports\new_labels\day3\Day 3 photo and depth\27.64cm.jpg
added,27.65cm.jpg,27.65,,C:\Users\pooja\copilot-worktrees\flood-depth-estimator\kaumod-automatic-barnacle\reports\new_labels\day3\Day 3 photo and depth\27.65cm.jpg
added,27.66cm.jpg,27.66,,C:\Users\pooja\copilot-worktrees\flood-depth-estimator\kaumod-automatic-barnacle\reports\new_labels\day3\Day 3 photo and depth\27.66cm.jpg
added,27.6cm.jpg,27.60,,C:\Users\pooja\copilot-worktrees\flood-depth-estimator\kaumod-automatic-barnacle\reports\new_labels\day3\Day 3 photo and depth\27.6cm.jpg
added,30cm.png,30.00,,C:\Users\pooja\copilot-worktrees\flood-depth-estimator\kaumod-automatic-barnacle\reports\new_labels\day3\Day 3 photo and depth\30cm.png
added,32.50cm.jpg,32.50,,C:\Users\pooja\copilot-worktrees\flood-depth-estimator\kaumod-automatic-barnacle\reports\new_labels\day3\Day 3 photo and depth\32.50cm.jpg
added,32.51cm.jpg,32.51,,C:\Users\pooja\copilot-worktrees\flood-depth-estimator\kaumod-automatic-barnacle\reports\new_labels\day3\Day 3 photo and depth\32.51cm.jpg
added,32.52cm.jpg,32.52,,C:\Users\pooja\copilot-worktrees\flood-depth-estimator\kaumod-automatic-barnacle\reports\new_labels\day3\Day 3 photo and depth\32.52cm.jpg
added,32.53cm.png,32.53,,C:\Users\pooja\copilot-worktrees\flood-depth-estimator\kaumod-automatic-barnacle\reports\new_labels\day3\Day 3 photo and depth\32.53cm.png
added,32.54cm.jpg,32.54,,C:\Users\pooja\copilot-worktrees\flood-depth-estimator\kaumod-automatic-barnacle\reports\new_labels\day3\Day 3 photo and depth\32.54cm.jpg
added,32.5cm.jpg,32.50,,C:\Users\pooja\copilot-worktrees\flood-depth-estimator\kaumod-automatic-barnacle\reports\new_labels\day3\Day 3 photo and depth\32.5cm.jpg
added,35.00cm.png,35.00,,C:\Users\pooja\copilot-worktrees\flood-depth-estimator\kaumod-automatic-barnacle\reports\new_labels\day3\Day 3 photo and depth\35.00cm.png
added,35.0cm.png,35.00,,C:\Users\pooja\copilot-worktrees\flood-depth-estimator\kaumod-automatic-barnacle\reports\new_labels\day3\Day 3 photo and depth\35.0cm.png
added,35cm.png,35.00,,C:\Users\pooja\copilot-worktrees\flood-depth-estimator\kaumod-automatic-barnacle\reports\new_labels\day3\Day 3 photo and depth\35cm.png
added,37.50cm.jpg,37.50,,C:\Users\pooja\copilot-worktrees\flood-depth-estimator\kaumod-automatic-barnacle\reports\new_labels\day3\Day 3 photo and depth\37.50cm.jpg
added,37.51cm.jpg,37.51,,C:\Users\pooja\copilot-worktrees\flood-depth-estimator\kaumod-automatic-barnacle\reports\new_labels\day3\Day 3 photo and depth\37.51cm.jpg
added,37.5cm.jpg,37.50,,C:\Users\pooja\copilot-worktrees\flood-depth-estimator\kaumod-automatic-barnacle\reports\new_labels\day3\Day 3 photo and depth\37.5cm.jpg
added,42.50cm.jpg,42.50,,C:\Users\pooja\copilot-worktrees\flood-depth-estimator\kaumod-automatic-barnacle\reports\new_labels\day3\Day 3 photo and depth\42.50cm.jpg
added,42.51cm.png,42.51,,C:\Users\pooja\copilot-worktrees\flood-depth-estimator\kaumod-automatic-barnacle\reports\new_labels\day3\Day 3 photo and depth\42.51cm.png
added,42.52cm.jpg,42.52,,C:\Users\pooja\copilot-worktrees\flood-depth-estimator\kaumod-automatic-barnacle\reports\new_labels\day3\Day 3 photo and depth\42.52cm.jpg
added,42.53cm.jpg,42.53,,C:\Users\pooja\copilot-worktrees\flood-depth-estimator\kaumod-automatic-barnacle\reports\new_labels\day3\Day 3 photo and depth\42.53cm.jpg
added,42.5cm.png,42.50,,C:\Users\pooja\copilot-worktrees\flood-depth-estimator\kaumod-automatic-barnacle\reports\new_labels\day3\Day 3 photo and depth\42.5cm.png
added,45.00cm.jpg,45.00,,C:\Users\pooja\copilot-worktrees\flood-depth-estimator\kaumod-automatic-barnacle\reports\new_labels\day3\Day 3 photo and depth\45.00cm.jpg
added,45.01cm.png,45.01,,C:\Users\pooja\copilot-worktrees\flood-depth-estimator\kaumod-automatic-barnacle\reports\new_labels\day3\Day 3 photo and depth\45.01cm.png
added,45.02cm.jpg,45.02,,C:\Users\pooja\copilot-worktrees\flood-depth-estimator\kaumod-automatic-barnacle\reports\new_labels\day3\Day 3 photo and depth\45.02cm.jpg
added,45.03cm.png,45.03,,C:\Users\pooja\copilot-worktrees\flood-depth-estimator\kaumod-automatic-barnacle\reports\new_labels\day3\Day 3 photo and depth\45.03cm.png
added,45.04cm.jpg,45.04,,C:\Users\pooja\copilot-worktrees\flood-depth-estimator\kaumod-automatic-barnacle\reports\new_labels\day3\Day 3 photo and depth\45.04cm.jpg
added,45.0cm.jpg,45.00,,C:\Users\pooja\copilot-worktrees\flood-depth-estimator\kaumod-automatic-barnacle\reports\new_labels\day3\Day 3 photo and depth\45.0cm.jpg
added,45cm.png,45.00,,C:\Users\pooja\copilot-worktrees\flood-depth-estimator\kaumod-automatic-barnacle\reports\new_labels\day3\Day 3 photo and depth\45cm.png
added,50cm.png,50.00,,C:\Users\pooja\copilot-worktrees\flood-depth-estimator\kaumod-automatic-barnacle\reports\new_labels\day3\Day 3 photo and depth\50cm.png
added,55cm.jpg,55.00,,C:\Users\pooja\copilot-worktrees\flood-depth-estimator\kaumod-automatic-barnacle\reports\new_labels\day3\Day 3 photo and depth\55cm.jpg
added,57.5cm.png,57.50,,C:\Users\pooja\copilot-worktrees\flood-depth-estimator\kaumod-automatic-barnacle\reports\new_labels\day3\Day 3 photo and depth\57.5cm.png
added,5cm.jpg,5.00,,C:\Users\pooja\copilot-worktrees\flood-depth-estimator\kaumod-automatic-barnacle\reports\new_labels\day3\Day 3 photo and depth\5cm.jpg
added,60cm.jpg,60.00,,C:\Users\pooja\copilot-worktrees\flood-depth-estimator\kaumod-automatic-barnacle\reports\new_labels\day3\Day 3 photo and depth\60cm.jpg
added,62.5cm.jpg,62.50,,C:\Users\pooja\copilot-worktrees\flood-depth-estimator\kaumod-automatic-barnacle\reports\new_labels\day3\Day 3 photo and depth\62.5cm.jpg
added,7.50cm.jpg,7.50,,C:\Users\pooja\copilot-worktrees\flood-depth-estimator\kaumod-automatic-barnacle\reports\new_labels\day3\Day 3 photo and depth\7.50cm.jpg
added,7.5cm.jpg,7.50,,C:\Users\pooja\copilot-worktrees\flood-depth-estimator\kaumod-automatic-barnacle\reports\new_labels\day3\Day 3 photo and depth\7.5cm.jpg
added,70cm.jpg,70.00,,C:\Users\pooja\copilot-worktrees\flood-depth-estimator\kaumod-automatic-barnacle\reports\new_labels\day3\Day 3 photo and depth\70cm.jpg
added,72.5cm.png,72.50,,C:\Users\pooja\copilot-worktrees\flood-depth-estimator\kaumod-automatic-barnacle\reports\new_labels\day3\Day 3 photo and depth\72.5cm.png
added,95cm.png,95.00,,C:\Users\pooja\copilot-worktrees\flood-depth-estimator\kaumod-automatic-barnacle\reports\new_labels\day3\Day 3 photo and depth\95cm.png
added,10.00cm.jpg,10.00,,C:\Users\pooja\copilot-worktrees\flood-depth-estimator\kaumod-automatic-barnacle\reports\new_labels\day2\Day 2 photo and depth\10.00cm.jpg
added,10.0cm_1.jpg,10.00,,C:\Users\pooja\copilot-worktrees\flood-depth-estimator\kaumod-automatic-barnacle\reports\new_labels\day2\Day 2 photo and depth\10.0cm.jpg
added,102.5cm.png,102.50,,C:\Users\pooja\copilot-worktrees\flood-depth-estimator\kaumod-automatic-barnacle\reports\new_labels\day2\Day 2 photo and depth\102.5cm.png
added,105cm.png,105.00,,C:\Users\pooja\copilot-worktrees\flood-depth-estimator\kaumod-automatic-barnacle\reports\new_labels\day2\Day 2 photo and depth\105cm.png
added,10cm_1.jpg,10.00,,C:\Users\pooja\copilot-worktrees\flood-depth-estimator\kaumod-automatic-barnacle\reports\new_labels\day2\Day 2 photo and depth\10cm.jpg
added,120.0cm.jpg,120.00,,C:\Users\pooja\copilot-worktrees\flood-depth-estimator\kaumod-automatic-barnacle\reports\new_labels\day2\Day 2 photo and depth\120.0cm.jpg
added,120cm.jpg,120.00,,C:\Users\pooja\copilot-worktrees\flood-depth-estimator\kaumod-automatic-barnacle\reports\new_labels\day2\Day 2 photo and depth\120cm.jpg
added,140cm.png,140.00,,C:\Users\pooja\copilot-worktrees\flood-depth-estimator\kaumod-automatic-barnacle\reports\new_labels\day2\Day 2 photo and depth\140cm.png
added,15.00cm.png,15.00,,C:\Users\pooja\copilot-worktrees\flood-depth-estimator\kaumod-automatic-barnacle\reports\new_labels\day2\Day 2 photo and depth\15.00cm.png
added,15.01cm_1.jpg,15.01,,C:\Users\pooja\copilot-worktrees\flood-depth-estimator\kaumod-automatic-barnacle\reports\new_labels\day2\Day 2 photo and depth\15.01cm.jpg
added,15.02cm_1.jpg,15.02,,C:\Users\pooja\copilot-worktrees\flood-depth-estimator\kaumod-automatic-barnacle\reports\new_labels\day2\Day 2 photo and depth\15.02cm.jpg
added,15.03cm_1.jpg,15.03,,C:\Users\pooja\copilot-worktrees\flood-depth-estimator\kaumod-automatic-barnacle\reports\new_labels\day2\Day 2 photo and depth\15.03cm.jpg
added,15.04cm.jpg,15.04,,C:\Users\pooja\copilot-worktrees\flood-depth-estimator\kaumod-automatic-barnacle\reports\new_labels\day2\Day 2 photo and depth\15.04cm.jpg
added,15.05cm.jpg,15.05,,C:\Users\pooja\copilot-worktrees\flood-depth-estimator\kaumod-automatic-barnacle\reports\new_labels\day2\Day 2 photo and depth\15.05cm.jpg
added,15.06cm.jpg,15.06,,C:\Users\pooja\copilot-worktrees\flood-depth-estimator\kaumod-automatic-barnacle\reports\new_labels\day2\Day 2 photo and depth\15.06cm.jpg
added,15.07cm_1.jpg,15.07,,C:\Users\pooja\copilot-worktrees\flood-depth-estimator\kaumod-automatic-barnacle\reports\new_labels\day2\Day 2 photo and depth\15.07cm.jpg
added,15.08cm_1.jpg,15.08,,C:\Users\pooja\copilot-worktrees\flood-depth-estimator\kaumod-automatic-barnacle\reports\new_labels\day2\Day 2 photo and depth\15.08cm.jpg
added,15.09cm_1.jpg,15.09,,C:\Users\pooja\copilot-worktrees\flood-depth-estimator\kaumod-automatic-barnacle\reports\new_labels\day2\Day 2 photo and depth\15.09cm.jpg
added,15.0cm_1.jpg,15.00,,C:\Users\pooja\copilot-worktrees\flood-depth-estimator\kaumod-automatic-barnacle\reports\new_labels\day2\Day 2 photo and depth\15.0cm.jpg
added,15.10cm.png,15.10,,C:\Users\pooja\copilot-worktrees\flood-depth-estimator\kaumod-automatic-barnacle\reports\new_labels\day2\Day 2 photo and depth\15.10cm.png
added,15.11cm.jpg,15.11,,C:\Users\pooja\copilot-worktrees\flood-depth-estimator\kaumod-automatic-barnacle\reports\new_labels\day2\Day 2 photo and depth\15.11cm.jpg
added,15.12cm_1.jpg,15.12,,C:\Users\pooja\copilot-worktrees\flood-depth-estimator\kaumod-automatic-barnacle\reports\new_labels\day2\Day 2 photo and depth\15.12cm.jpg
added,15.13cm.jpg,15.13,,C:\Users\pooja\copilot-worktrees\flood-depth-estimator\kaumod-automatic-barnacle\reports\new_labels\day2\Day 2 photo and depth\15.13cm.jpg
added,15.14cm_1.jpg,15.14,,C:\Users\pooja\copilot-worktrees\flood-depth-estimator\kaumod-automatic-barnacle\reports\new_labels\day2\Day 2 photo and depth\15.14cm.jpg
added,15.15cm.jpg,15.15,,C:\Users\pooja\copilot-worktrees\flood-depth-estimator\kaumod-automatic-barnacle\reports\new_labels\day2\Day 2 photo and depth\15.15cm.jpg
added,15.16cm.jpg,15.16,,C:\Users\pooja\copilot-worktrees\flood-depth-estimator\kaumod-automatic-barnacle\reports\new_labels\day2\Day 2 photo and depth\15.16cm.jpg
added,15.17cm.jpg,15.17,,C:\Users\pooja\copilot-worktrees\flood-depth-estimator\kaumod-automatic-barnacle\reports\new_labels\day2\Day 2 photo and depth\15.17cm.jpg
added,15.18cm.jpg,15.18,,C:\Users\pooja\copilot-worktrees\flood-depth-estimator\kaumod-automatic-barnacle\reports\new_labels\day2\Day 2 photo and depth\15.18cm.jpg
added,15.19cm.jpg,15.19,,C:\Users\pooja\copilot-worktrees\flood-depth-estimator\kaumod-automatic-barnacle\reports\new_labels\day2\Day 2 photo and depth\15.19cm.jpg
added,15.1cm_1.png,15.10,,C:\Users\pooja\copilot-worktrees\flood-depth-estimator\kaumod-automatic-barnacle\reports\new_labels\day2\Day 2 photo and depth\15.1cm.png
added,15.20cm.jpg,15.20,,C:\Users\pooja\copilot-worktrees\flood-depth-estimator\kaumod-automatic-barnacle\reports\new_labels\day2\Day 2 photo and depth\15.20cm.jpg
added,15.21cm.jpg,15.21,,C:\Users\pooja\copilot-worktrees\flood-depth-estimator\kaumod-automatic-barnacle\reports\new_labels\day2\Day 2 photo and depth\15.21cm.jpg
added,15.22cm.jpg,15.22,,C:\Users\pooja\copilot-worktrees\flood-depth-estimator\kaumod-automatic-barnacle\reports\new_labels\day2\Day 2 photo and depth\15.22cm.jpg
added,15.23cm.jpg,15.23,,C:\Users\pooja\copilot-worktrees\flood-depth-estimator\kaumod-automatic-barnacle\reports\new_labels\day2\Day 2 photo and depth\15.23cm.jpg
added,15.2cm.jpg,15.20,,C:\Users\pooja\copilot-worktrees\flood-depth-estimator\kaumod-automatic-barnacle\reports\new_labels\day2\Day 2 photo and depth\15.2cm.jpg
added,150cm.png,150.00,,C:\Users\pooja\copilot-worktrees\flood-depth-estimator\kaumod-automatic-barnacle\reports\new_labels\day2\Day 2 photo and depth\150cm.png
added,15cm_1.jpg,15.00,,C:\Users\pooja\copilot-worktrees\flood-depth-estimator\kaumod-automatic-barnacle\reports\new_labels\day2\Day 2 photo and depth\15cm.jpg
added,20.00cm_1.jpg,20.00,,C:\Users\pooja\copilot-worktrees\flood-depth-estimator\kaumod-automatic-barnacle\reports\new_labels\day2\Day 2 photo and depth\20.00cm.jpg
added,20.01cm_1.jpg,20.01,,C:\Users\pooja\copilot-worktrees\flood-depth-estimator\kaumod-automatic-barnacle\reports\new_labels\day2\Day 2 photo and depth\20.01cm.jpg
